user_id,os_name
15d1e4ba-a98b-4e00-8a6e-e37a5e1825ca,Mac OSX 10.11.4
9e0320d3-3ced-4485-8dee-19bb9c1f238b,Mac OSX 10.11.4
555da0ed-66d8-408d-9446-b7ccb13f95d9,Mac OSX 10.11.5
74a4793c-4d8d-49bc-83c0-cbccfcacc2e7,Mac OSX 10.11.5
046e5eac-7053-4427-a230-c84243da16b8,Mac OSX 10.11.6
0d2166f4-2027-48e9-ad31-4cda0a850f10,Mac OSX 10.11.6
0da0c20b-914f-4e8d-9476-892ccd7dbe83,Mac OSX 10.11.6
0e486159-802b-49b6-adfa-b8b24d03d77f,Mac OSX 10.11.6
105285bd-1aed-4fcd-a52d-e87d20f8a039,Mac OSX 10.11.6
123578ce-5e59-4dce-9ca9-7a23ca5878fe,Mac OSX 10.11.6
140feefd-1ad0-4ef4-86d2-d757aea8b01a,Mac OSX 10.11.6
14c36987-e864-4446-9eee-501a74b4e1fb,Mac OSX 10.11.6
1e7bf4ba-8bf6-4bc0-8a6c-efe9407a31cc,Mac OSX 10.11.6
22eef961-f93c-4015-bb4d-41016a1250ae,Mac OSX 10.11.6
242ea7a3-e360-43bd-b587-69d93d79b905,Mac OSX 10.11.6
2944259c-6fa0-48b4-8a72-798fc453cd36,Mac OSX 10.11.6
299413d4-e449-4c36-aa50-277584841ae1,Mac OSX 10.11.6
2a8192bc-0dfb-4855-aeed-f81f7d55d137,Mac OSX 10.11.6
2a9604da-3fc3-47c8-be25-ff49c7f37056,Mac OSX 10.11.6
2d51c357-85b4-49e0-a3be-953549a19fb0,Mac OSX 10.11.6
2f4f6002-344e-4fa6-b009-7b62017d8e46,Mac OSX 10.11.6
3036c746-48c5-46b7-b335-6a48c47fac26,Mac OSX 10.11.6
32cff569-127a-423a-b179-8e6f63712fca,Mac OSX 10.11.6
338ee61a-83ca-4360-ad1b-fc33b73d5f5e,Mac OSX 10.11.6
3e728049-ce7c-4bc7-af31-1c1f91ab583c,Mac OSX 10.11.6
3f85d318-8197-4b7a-8bbf-660b36841ecc,Mac OSX 10.11.6
4124bd8e-0f80-484f-a77d-4ba1ac77775b,Mac OSX 10.11.6
42a1a69d-a749-4545-8250-724587565b5f,Mac OSX 10.11.6
44bfd3b3-518c-4653-8a07-c266de7cc514,Mac OSX 10.11.6
45f6c469-2280-487c-8008-59344e565f02,Mac OSX 10.11.6
46579c41-8f02-4754-a49b-b7c805163f2a,Mac OSX 10.11.6
4676d8ac-a2e1-4f36-b04b-30a7daace887,Mac OSX 10.11.6
47e2a523-7ccf-4d21-ab0b-ec72aa8c0e08,Mac OSX 10.11.6
482fd3d5-376f-4aaf-bf54-6556131aa9a7,Mac OSX 10.11.6
484527f2-d0f9-43c7-ac03-b22a3015d72b,Mac OSX 10.11.6
49edbf82-7ef0-443f-9834-353f94155a3d,Mac OSX 10.11.6
4a8080cc-c952-483a-ae6c-7a124314c240,Mac OSX 10.11.6
4d17038b-1bf2-4326-ac6b-e0d1f3387bef,Mac OSX 10.11.6
4e7e425d-cf8c-446f-925f-5742b5d886a5,Mac OSX 10.11.6
4f3a0536-f989-4cac-8a9f-a65c792f098a,Mac OSX 10.11.6
509fef99-4f21-4a38-8816-281fb349cc61,Mac OSX 10.11.6
5172b9a5-b2e7-4bd6-a964-d69fb5ecaccd,Mac OSX 10.11.6
51f928e5-432c-4db4-ba5b-962820736e1d,Mac OSX 10.11.6
54cedb92-6b53-49bc-bd0d-2ebb0574d27a,Mac OSX 10.11.6
5649ffc9-8e61-4307-a70d-4b89e2b063cf,Mac OSX 10.11.6
5a4c6e47-7c83-453f-9067-e3427c5dc72d,Mac OSX 10.11.6
5d08f3ab-2b25-42c5-8f04-a55979e27950,Mac OSX 10.11.6
5e43dc59-c6a3-44a8-b59f-02349cf9c212,Mac OSX 10.11.6
5fd038b9-b315-41f8-8c30-258511b9bce3,Mac OSX 10.11.6
600f188c-8e0c-45f8-a293-590d17190fa8,Mac OSX 10.11.6
6518d160-9348-4b0a-80c0-31fd3d5ddba1,Mac OSX 10.11.6
65a39cc6-0e8e-41c1-bd79-0418235d40f5,Mac OSX 10.11.6
66cfc00e-6ea2-4953-be4f-d5e76ec79715,Mac OSX 10.11.6
67989dc0-2c81-43b1-ae7f-2eb81be7912f,Mac OSX 10.11.6
69611bad-e423-4aaa-a22f-e44b4e5e9ff3,Mac OSX 10.11.6
6bec5914-1046-4b8b-a697-d7f9a3456278,Mac OSX 10.11.6
6e23ba23-7063-4161-bd78-27d1c15e1ec7,Mac OSX 10.11.6
713a5c7d-8fb1-4037-9189-e0338c1506ea,Mac OSX 10.11.6
737850f0-d607-489f-9708-6d6d5cd1236d,Mac OSX 10.11.6
73dc224e-5b13-44d7-a434-55f3208c4a56,Mac OSX 10.11.6
7b9639b8-75fd-4a35-99e6-c1dd657564bc,Mac OSX 10.11.6
7bc8349c-060d-4c42-a079-c4178712037d,Mac OSX 10.11.6
7ebb4b29-a7ca-4ce1-b476-53e59eeb085f,Mac OSX 10.11.6
8052b727-68e6-4859-b63c-1e43213daada,Mac OSX 10.11.6
8231fac6-50b9-48f1-b06f-4245ec1681f4,Mac OSX 10.11.6
8c08796d-9852-460f-a4cb-c72cf6d73277,Mac OSX 10.11.6
8da8942f-87cb-4f6e-94d7-2f0c76de43ad,Mac OSX 10.11.6
a2bc5865-469e-45d3-be20-f574691d6c4a,Mac OSX 10.11.6
a4944c0c-ba91-490e-be1d-1c7f642483a9,Mac OSX 10.11.6
a788b35c-2bb9-4894-9a63-f9f7bbea88c5,Mac OSX 10.11.6
a9976a0e-2767-4ec6-9836-9b6277b67f78,Mac OSX 10.11.6
ab28a4f2-9a28-4c26-add7-ad36974294f6,Mac OSX 10.11.6
b3066dc0-f26e-4bc3-83e4-1a4d1d77b16c,Mac OSX 10.11.6
b49455b7-c773-488e-9f54-02f81a3a7b34,Mac OSX 10.11.6
b4cec63f-7bc0-43a6-8809-d0c8389b8bba,Mac OSX 10.11.6
b54a4bce-5a92-445e-b3ed-29bbfc2957f6,Mac OSX 10.11.6
b5c3b2bd-ec06-41b5-a45f-222bc55010b0,Mac OSX 10.11.6
b60608f6-298a-4db4-a782-b7e56b82980f,Mac OSX 10.11.6
b7e70a00-9ce7-410e-b836-5e9a66b02fb2,Mac OSX 10.11.6
bae1165f-6435-42cd-9806-32aff8748ce7,Mac OSX 10.11.6
bd1fb23d-c6d5-47d2-af69-e4be631620de,Mac OSX 10.11.6
bf409d42-e29e-490a-bc01-17e514519733,Mac OSX 10.11.6
c12ab1e9-723c-47c3-968b-9d290bad346a,Mac OSX 10.11.6
c46df8a5-0a7a-4f25-831a-4e83c4ef7278,Mac OSX 10.11.6
cd52ca2b-a485-4e0e-9746-265c6b402c4d,Mac OSX 10.11.6
ce482c99-3c8e-4167-9b38-773dc7c1c65f,Mac OSX 10.11.6
cfb73e5b-da1f-4f3f-b904-9847e96ee3aa,Mac OSX 10.11.6
d2a52c32-d5d0-4765-acc6-2b47fc57e8b5,Mac OSX 10.11.6
d46bef92-5b55-4431-a9e1-4c2b1a3ee5cd,Mac OSX 10.11.6
d494aba2-2f50-4a6c-b857-234d4a317721,Mac OSX 10.11.6
d8cbbfe6-986d-4c5c-98ed-6dbec657886f,Mac OSX 10.11.6
d9670020-a765-40e2-a2c2-3709324e60b1,Mac OSX 10.11.6
d9915c73-2a76-4217-9fa0-60c6df0e8e2d,Mac OSX 10.11.6
da6a1028-ca3b-4bd5-b3e2-e229205ed107,Mac OSX 10.11.6
df281148-2388-43b2-a2f2-3f329590b631,Mac OSX 10.11.6
df60d50d-87f2-48d7-b443-ef2c1b39957b,Mac OSX 10.11.6
e188d1e4-1a79-4036-beaa-4aa247a57a3b,Mac OSX 10.11.6
e98ab6cf-79be-4ca5-8f24-679a62fde0b9,Mac OSX 10.11.6
e9ca4ee3-07bc-4cef-b547-ea4bf38249c0,Mac OSX 10.11.6
ea83ff1b-538f-4681-960d-e4c12eab88c9,Mac OSX 10.11.6
ecab58db-b684-4c56-bc98-5f46360f62a1,Mac OSX 10.11.6
f37078ad-c0a4-4a3b-9984-209e3ce36d68,Mac OSX 10.11.6
f517a473-3c26-41f9-8c03-60dee08c9393,Mac OSX 10.11.6
faf0f733-43d0-4690-9997-210373947193,Mac OSX 10.11.6
fb5cacec-4ed4-436b-9d39-0dd45b6cd739,Mac OSX 10.11.6
fb6e1159-bc53-4621-b5c1-4009dd588949,Mac OSX 10.11.6
b7fb872d-c372-4c4f-a01b-31027be1c568,Mac OSX 10.12
c6cca1b1-e85a-4e4a-86d8-f62536516c0d,Mac OSX 10.12.1
92111ace-543d-4cf0-a393-67c1498c9708,Mac OSX 10.12.2
b50167fa-0e8c-45ca-b3d3-1ad7312983ba,Mac OSX 10.12.2
1b970d24-ff91-4250-a817-6cf86f93dee5,Mac OSX 10.12.3
d3f87b94-83dd-4281-9c41-7e367a9761fe,Mac OSX 10.12.3
e9fe6154-4c62-4ccb-81c1-c75e38d44fd6,Mac OSX 10.12.4
eb65f2a6-8980-4b95-86f4-e7e82351ff39,Mac OSX 10.12.4
46128729-2d47-4768-8f9b-1946d7bb9a29,Mac OSX 10.12.5
dafc5406-d9a3-444a-850f-a4939a257a12,Mac OSX 10.12.5
f042a96d-9c29-463d-b14b-479578813b83,Mac OSX 10.12.5
006756bd-44f5-487f-8e5b-658364c71e1f,Mac OSX 10.12.6
0364d3c5-3dc2-45a6-bf2e-232fe8e89764,Mac OSX 10.12.6
050d7219-889a-485d-ad01-1d9aa0f026de,Mac OSX 10.12.6
0519d7bf-f3ad-4466-959c-2c319734a9a7,Mac OSX 10.12.6
079eeb24-744b-4178-b103-198f4680df54,Mac OSX 10.12.6
07edc15f-5b0d-402c-8282-bed428a34dc5,Mac OSX 10.12.6
08f629ff-c536-4518-8cdc-8fc2a9a640ed,Mac OSX 10.12.6
08f87026-fedb-423f-85be-8eb5f1208934,Mac OSX 10.12.6
0b106904-478b-435c-bc68-f34b32fcfb82,Mac OSX 10.12.6
0c387896-f900-4c1f-b504-a01505b09b3b,Mac OSX 10.12.6
0f46c560-85aa-4bdb-9d41-1b8d8d334693,Mac OSX 10.12.6
0fd2c53a-e7ad-4530-a909-057e39e3fef0,Mac OSX 10.12.6
115f491b-4843-4e89-98bb-a82f6e989965,Mac OSX 10.12.6
117db47b-468b-40d2-8038-77a6f43a1d40,Mac OSX 10.12.6
11c9ec2b-febe-4e89-b17c-c5773b94b4fb,Mac OSX 10.12.6
11e079d1-dac5-4216-80dd-3b662c37fcb1,Mac OSX 10.12.6
1231f517-7b08-41e9-8bfc-8a32ac01f610,Mac OSX 10.12.6
138f346a-e51b-4845-9743-7af3151ade16,Mac OSX 10.12.6
13ff9ab4-5ad5-4dae-b15d-2b62a29de9a1,Mac OSX 10.12.6
144078d2-6297-4731-90ca-4071c141b4c2,Mac OSX 10.12.6
14fb0a03-da03-46b4-b4de-31a8e22924c2,Mac OSX 10.12.6
164729ee-0c94-4d4a-9719-702793e7fe7a,Mac OSX 10.12.6
19285be9-803b-45d4-98ec-e8ba39e5694f,Mac OSX 10.12.6
1cae8096-8f43-4b80-bfc7-f04a44385305,Mac OSX 10.12.6
207a9b0a-ca0c-45a0-8ce2-6deb66452ff8,Mac OSX 10.12.6
24aa0267-adcd-4c06-9c60-abc75941fdbe,Mac OSX 10.12.6
24d9184e-8937-4cb9-ba73-8abed341d4a1,Mac OSX 10.12.6
258ab80a-1f4d-4b82-a4d3-ce677858e335,Mac OSX 10.12.6
26f036e0-6967-4a77-96d7-841c392d3103,Mac OSX 10.12.6
2866ec5d-33c5-4d18-aec5-5a72820add45,Mac OSX 10.12.6
295a8bac-a9ca-4079-9831-23254d3df4ce,Mac OSX 10.12.6
2a549206-7475-4407-800e-fcc06d6cb43b,Mac OSX 10.12.6
2ad9ef9b-33d0-4f09-81a7-cd08d485df52,Mac OSX 10.12.6
2fb7af23-af2c-45d4-a560-e694100bfa86,Mac OSX 10.12.6
3262ee4b-8cf2-4cee-ba7d-d24add8f0e35,Mac OSX 10.12.6
342b402f-25c0-4bd2-afd4-9a68438c0747,Mac OSX 10.12.6
345072d3-1d9a-4fc8-9355-29d6f042aefe,Mac OSX 10.12.6
345800aa-fcd8-45c4-b0d5-93ca15ea8e88,Mac OSX 10.12.6
3868d8eb-60a6-4023-a596-e0ac67fce8db,Mac OSX 10.12.6
3944fc9a-5023-47ab-a295-618c6c1259ef,Mac OSX 10.12.6
39d8d42d-36c6-45e7-a6fd-e024b2b9264f,Mac OSX 10.12.6
3a81eb2d-2e9c-42a9-b8c9-f1cb917c3bf7,Mac OSX 10.12.6
3adabc1e-bd68-4d37-a0d1-b754fafb448c,Mac OSX 10.12.6
3cb8c419-0d8c-4dee-9e25-9cfc0f22c1d4,Mac OSX 10.12.6
3e80e34b-a7b1-417a-b838-b6d40a285fb2,Mac OSX 10.12.6
3eca1a49-10f4-4074-932c-a65d24d37fbd,Mac OSX 10.12.6
3f7b9774-30dc-4f9c-9ba6-c990b14e8794,Mac OSX 10.12.6
40ad92d4-5173-4d39-81ca-3d7fb3e0cd43,Mac OSX 10.12.6
4127c38c-5346-4512-b13c-021aae83f377,Mac OSX 10.12.6
41cc61da-229a-464a-94ed-b0c20ee9dc4c,Mac OSX 10.12.6
4351c1c5-a976-4c81-a9ea-15fc11b156de,Mac OSX 10.12.6
43eb2acd-5e82-4ba6-afa6-fd28c8f0e929,Mac OSX 10.12.6
453da7ea-0ce1-4086-a20e-d8127548fb51,Mac OSX 10.12.6
454b64e0-8843-4002-9b82-112899e4ce41,Mac OSX 10.12.6
473ea92e-b1cb-4aa3-9782-f730726650e6,Mac OSX 10.12.6
4800b057-c4ea-48e8-b4d6-93bf9437f2a1,Mac OSX 10.12.6
4beb6f52-fdae-4995-b94c-a158bb6098f0,Mac OSX 10.12.6
4d4ad43a-4912-4c24-a2c7-19dddd14dc95,Mac OSX 10.12.6
4dbf1ced-f093-4459-af15-263ce78b34d7,Mac OSX 10.12.6
4ebb5a70-d996-4bdb-aa9d-ba7586afb6c4,Mac OSX 10.12.6
4ec0f9d2-82ed-4e9e-ae99-d20e3d983b3b,Mac OSX 10.12.6
527d26f3-dc97-4e21-a214-5103996ae2ff,Mac OSX 10.12.6
52f1d215-4677-46e5-a157-4e0ebcde123d,Mac OSX 10.12.6
53e738f1-33c9-40e1-ad24-9920a555413b,Mac OSX 10.12.6
549429dd-6851-4602-bb71-c78c5639c0a8,Mac OSX 10.12.6
55039580-c182-4f49-b939-653f9a078bf3,Mac OSX 10.12.6
56a82c7f-4ab1-4d98-87d1-53c5186b63dd,Mac OSX 10.12.6
5e135a05-11bb-4671-95e4-1e3b03901625,Mac OSX 10.12.6
60649a5a-2d59-453f-9237-93bafc4a8a59,Mac OSX 10.12.6
62d01bb9-f636-49fc-b760-b33abfacf8f7,Mac OSX 10.12.6
6640cf43-3d1c-4d95-883b-bc09a4849817,Mac OSX 10.12.6
692da3b1-43f2-4a04-b9e1-2b9d6be30678,Mac OSX 10.12.6
6963c5dd-806f-4fc1-bedf-953d153b3b67,Mac OSX 10.12.6
69f6e0de-1ddb-4119-af80-b606217806c9,Mac OSX 10.12.6
6b139c28-807c-4fbf-abd1-50bb80599553,Mac OSX 10.12.6
6d81d0b3-59b4-4982-a01f-d2887e058788,Mac OSX 10.12.6
6f1ab050-69ff-43c7-a5dd-17868b8bafc0,Mac OSX 10.12.6
6f548eec-9b2c-4504-b301-385ee9ab147d,Mac OSX 10.12.6
713776a0-bb0e-4a7f-af8c-224f4771a2b1,Mac OSX 10.12.6
718be5a8-abd3-4766-882a-bb988b2ce119,Mac OSX 10.12.6
7532ed42-8de1-453a-b094-1ea39ab04d71,Mac OSX 10.12.6
76919be3-bd83-4aec-8101-403628ff3a7f,Mac OSX 10.12.6
77ebab80-55a2-4fa9-8b06-10cfe9fa08f6,Mac OSX 10.12.6
784ef4dd-5dc7-4111-8ff9-ba2f2cb2e4d8,Mac OSX 10.12.6
78ca9861-6054-4317-a10d-07eab0402f4b,Mac OSX 10.12.6
7923ccee-e816-41c2-bf1f-b5d72a9afd46,Mac OSX 10.12.6
7b135c45-2058-4395-adca-c5208b6261eb,Mac OSX 10.12.6
7b3e75b7-c6fa-4a63-bae5-990ed5836156,Mac OSX 10.12.6
7bb96d48-5656-4573-8f5b-83ac3b5ca96d,Mac OSX 10.12.6
7cbc6473-512b-4961-a606-b78735fe1f5d,Mac OSX 10.12.6
7ccc61e5-e2b3-450c-9271-8fa72fcafcd4,Mac OSX 10.12.6
7cf59723-7d53-43a2-bb21-de822ccfef4d,Mac OSX 10.12.6
7d65e354-caaa-4512-bbe6-daeae7e12e77,Mac OSX 10.12.6
7d8ccbf2-5c25-4b33-8377-02500203c8f2,Mac OSX 10.12.6
7fe26f9b-48b3-4125-8d7c-d9d4dfa04d76,Mac OSX 10.12.6
85da2c35-4061-4490-accb-a4e06b1f6ee6,Mac OSX 10.12.6
867df631-9ab3-4590-84e7-746b61183bee,Mac OSX 10.12.6
8782cd2e-31d0-44ca-8cdf-4fd74b2cf25a,Mac OSX 10.12.6
883e722c-65a7-43b8-961e-2ff6e41e7bff,Mac OSX 10.12.6
888c36a3-515a-4180-8962-f94264e275fc,Mac OSX 10.12.6
8b885a92-188d-4d2d-9cf3-9fb5ce917195,Mac OSX 10.12.6
8d9f299c-0fae-4722-b20e-b0a9162204ff,Mac OSX 10.12.6
8f068e0c-f2ae-4a79-aab4-5fb17798b09a,Mac OSX 10.12.6
8f9b5280-a42c-40bf-9b3d-57aba6561005,Mac OSX 10.12.6
93b4fc6c-d725-4648-b565-fe183e447119,Mac OSX 10.12.6
95e4b94e-4ef4-4516-9755-61ee077187f0,Mac OSX 10.12.6
98435846-0203-4e79-9e43-4413c2c64a6f,Mac OSX 10.12.6
9a950452-6c8c-4ad6-80e4-2ac7f27e32a7,Mac OSX 10.12.6
9ade4fe7-4176-4d50-90bc-0fa1f54d52b3,Mac OSX 10.12.6
9b588fe8-5572-4390-aead-c3b1959e8d47,Mac OSX 10.12.6
9d9d4ced-566b-4f76-ab03-540bda49ed76,Mac OSX 10.12.6
a494ff70-6982-4120-8041-3a8f70611f9e,Mac OSX 10.12.6
a5bbcd51-8208-4ba7-b860-adce753c02a3,Mac OSX 10.12.6
a7a6b011-72ae-4c0a-a656-fd572fd85ad4,Mac OSX 10.12.6
a7e85daa-2e43-4cd4-a0e4-86dd64c40f9a,Mac OSX 10.12.6
a856775b-55db-4dcc-985b-d93d19b8cabd,Mac OSX 10.12.6
a8d57182-44b5-497b-b495-ee0b9cc4e31c,Mac OSX 10.12.6
a9f37d70-c037-4562-8e6f-6567403e1040,Mac OSX 10.12.6
aa48c918-5989-44c3-8de4-75ec6af8193c,Mac OSX 10.12.6
b577a55b-0b80-42ec-b219-1febc6f86761,Mac OSX 10.12.6
b59d78f1-a0a0-4797-8de2-73234b0b907a,Mac OSX 10.12.6
b5e8761b-dd5f-4a98-aa4b-754d9be822df,Mac OSX 10.12.6
b6af74dc-3484-4f8b-a7ca-93da7c83d49d,Mac OSX 10.12.6
b7685696-ab77-407e-b2ce-06a0fddf59ed,Mac OSX 10.12.6
b939335a-70b7-4bb3-a017-b13b545b7284,Mac OSX 10.12.6
be817350-1525-4b0f-b267-184b5e6b04b7,Mac OSX 10.12.6
be84e0f0-d97c-4cd4-99ae-da0d382b69f4,Mac OSX 10.12.6
bed2a50e-e642-48da-9223-40182fb9f0f1,Mac OSX 10.12.6
c243249c-f3d6-4be4-9f6a-7874c2c72267,Mac OSX 10.12.6
c3531c76-ab24-4750-a6d5-f7c863633503,Mac OSX 10.12.6
c511f3ec-34ce-4e1d-95cf-ceacccabfa49,Mac OSX 10.12.6
c7ecd71f-61f8-4d94-8943-eb6a0aad768f,Mac OSX 10.12.6
c9e4b149-96a8-4305-a261-1b154ea96d6c,Mac OSX 10.12.6
cf195122-3461-418a-8346-7f6bc87ef7f0,Mac OSX 10.12.6
cfe104b6-9794-443e-8efb-bb6237c792e3,Mac OSX 10.12.6
d0f5805a-e3ab-4986-9ad9-feefe007ee47,Mac OSX 10.12.6
d19e92a1-8095-4a17-82aa-8eabad0f7185,Mac OSX 10.12.6
d2ec1869-3cab-4df4-9407-771795407140,Mac OSX 10.12.6
d6bdd363-3416-4a4c-af6f-bbb5eff710f7,Mac OSX 10.12.6
d76807ab-c946-4f2c-b6fb-5a287860298a,Mac OSX 10.12.6
da179c39-8451-4028-a8bb-cf866d180dfd,Mac OSX 10.12.6
dc9fd10b-4490-4ee7-b22d-1a343d271daa,Mac OSX 10.12.6
e0f6c346-7e2b-42e5-8eff-afa9e3d2e6ca,Mac OSX 10.12.6
e3117179-376a-45c5-af63-930575d56d26,Mac OSX 10.12.6
ea2e1af8-5be4-4014-ad9f-46e59b3a1e8f,Mac OSX 10.12.6
ee91cbf6-e348-4c5c-aab8-851189533f71,Mac OSX 10.12.6
eed63704-9b9a-4c95-9b4a-d61b06b93f82,Mac OSX 10.12.6
f33bff6a-af1e-483f-ae25-7af8aa698ea1,Mac OSX 10.12.6
f4499568-94b6-4493-8854-695fe16ac037,Mac OSX 10.12.6
fb7dfb00-bad6-499d-824d-880205d467a6,Mac OSX 10.12.6
fea79119-f8c1-4c5e-8c86-f09ff07d8bf5,Mac OSX 10.12.6
1a5f2c5d-0151-419f-8aa9-18fd9b530210,Mac OSX 10.13
2c862eb4-93c7-4bfe-9329-38d8a2d29f22,Mac OSX 10.13
35e7043c-e26c-4047-8fb2-fee562da39d6,Mac OSX 10.13
524962d2-cdda-4a87-b23f-70cdf51043c0,Mac OSX 10.13
88c40a47-3f69-45b6-939f-b08e679942ec,Mac OSX 10.13
a7b2d742-fc97-4dc9-a56d-8a2cebe9b3d1,Mac OSX 10.13
d0042617-2d54-4f02-a6e3-1f4da43d3768,Mac OSX 10.13
11bade8d-dbea-439e-9f33-8e39ed5fb529,Mac OSX 10.13.1
230f467d-c35e-4af0-9f3e-b38c5b8cfca1,Mac OSX 10.13.1
8b9ba0d9-7cc1-4a44-b773-1f1df5920e12,Mac OSX 10.13.1
a8630ee1-b8f9-44fc-b248-6e083ee8c2ee,Mac OSX 10.13.1
bfc924cf-d1c3-417c-b6b8-c3b32937198a,Mac OSX 10.13.1
0fcbb9eb-ef8c-4889-8f6e-a6eaff326553,Mac OSX 10.13.2
c969489e-9e71-4800-be8f-a76b080fc7d6,Mac OSX 10.13.2
1291ff19-860c-4394-9b1b-8678490c32dd,Mac OSX 10.13.3
1aa07f6d-9abe-451b-a3e1-be181dfad07e,Mac OSX 10.13.3
3a426df5-6300-46b2-9662-ac21ad7a206f,Mac OSX 10.13.3
6b76f427-acea-44a2-a776-a71b69406090,Mac OSX 10.13.3
7308685f-692a-47d7-8a04-a8239b074d97,Mac OSX 10.13.3
85b208d7-d231-4038-bb38-289dda13d68a,Mac OSX 10.13.3
97acd06b-5c6f-4168-8f80-ce0480e34450,Mac OSX 10.13.3
a0763168-daa1-4834-bdbd-172d8b5f94f3,Mac OSX 10.13.3
bd844bfc-6497-471d-b254-dfe70c294d89,Mac OSX 10.13.3
c3593bcc-110f-416a-b248-8382f8a952ac,Mac OSX 10.13.3
deb1358d-4c32-454e-8ce3-c2c6df7f0362,Mac OSX 10.13.3
e3b92dd4-d04d-4e94-bd94-9b9a92070e31,Mac OSX 10.13.3
f07e12d1-e38d-4a63-954e-0f9636a2014c,Mac OSX 10.13.3
4167769a-5a1c-4d2d-b1cc-36b3bd377680,Mac OSX 10.13.4
56646829-5163-43df-a3bf-7b65d19ff4b2,Mac OSX 10.13.4
b5173760-774b-4e91-b297-f797614ce993,Mac OSX 10.13.4
cf8fdb98-f55f-4d9c-8875-1dce988f6340,Mac OSX 10.13.4
e2370013-49ea-41c0-8074-1c6dc3cb54b0,Mac OSX 10.13.4
f511868f-4b75-4fff-a7ff-63ee502786dd,Mac OSX 10.13.4
7c551c19-f722-49de-9730-a2a814a3fb52,Mac OSX 10.13.5
001b9e3f-5a7b-427f-bb22-162d876fc9a8,Mac OSX 10.13.6
01175ae7-4e48-41b6-94bf-e8efb0976f51,Mac OSX 10.13.6
01641f44-1f0d-4fe2-a760-a3af40258004,Mac OSX 10.13.6
017732bf-1259-4fb7-a704-caddff5b5402,Mac OSX 10.13.6
019d11f8-208a-4f97-a2f0-2765574067ca,Mac OSX 10.13.6
01a1962c-51fd-4f48-a796-adcf7235cd0c,Mac OSX 10.13.6
025d4bc4-6fcb-4ea3-9985-1da8d819c825,Mac OSX 10.13.6
0297a847-a2c9-44b5-9677-4cfeb6a40978,Mac OSX 10.13.6
02a270d6-8a6b-47a9-8558-a172471b57b4,Mac OSX 10.13.6
03143a86-14ad-40a4-aa76-ba0009e52549,Mac OSX 10.13.6
035a757a-96e8-48d2-a15c-51bbf58ec957,Mac OSX 10.13.6
036e8de0-1ac5-48e1-8289-c7c93c58832d,Mac OSX 10.13.6
039ed4c9-e841-4ae5-963c-76876c5cb7f2,Mac OSX 10.13.6
041a7a64-1bce-4ed0-ada4-df5ee5ac128e,Mac OSX 10.13.6
0453c332-721e-4feb-b058-8e06120eb7d9,Mac OSX 10.13.6
05243b77-2c17-4535-a94d-00e6c6c2ce85,Mac OSX 10.13.6
05d34521-2862-487e-9eec-8311bf3474cd,Mac OSX 10.13.6
05dfd5dd-23e0-428d-b10f-d1674c10323d,Mac OSX 10.13.6
0637b1b4-a3e7-4b65-b69d-ee702fbcd1d0,Mac OSX 10.13.6
0676858d-c4bd-46af-bdd1-75af88495d1c,Mac OSX 10.13.6
075ab51e-2f12-4384-99dd-0381ab0f2029,Mac OSX 10.13.6
